,{0} has returned to the game (Last online {1} ago).,{0} повертається до гри (остання гра {1} тому).
,Vitamins,Вітаміни
,Eat Food,Харчування
,Mouse-over the food in your toolbar to examine its nutrients.,"Наведіть вказівник на їжу в панелі інструментів, щоби переглянути харчову та поживну цінність."
,Eat food containing carbohydrates.,"Споживайте їжу, багату на вуглеводи."
,Eat food containing protein.,"Споживайте їжу, багату на білки."
,Eat food containing fat.,"Споживайте їжу, багату на жири."
,Eat food containing vitamins.,"Споживайте їжу, багату на вітаміни."
,Authorized,Авторизований
,{0} has left the game,{0} залишає гру
,Controls,Керування
,Connecting...,Підключення…
,Shift,
,Impact in:,Зіткнення через:
,Text,Текст
,Auth,Доступ
,Enter text,Введіть текст
,Public,Загальний
,stuff,матеріал
,Settings inherited from deed,Налаштування успадковано зі свідчення власності
,Chop a tree until it falls over.,"Рубайте дерево, поки воно не впаде."
,Pick up the pieces with 'E'.,Підберіть їх клавішею «E».
,Open the Map.,Відкрийте мапу.
,You can see the marker in the world. Click the arrow to bring up options or remove it.,"Ви бачитимете маркер у світі. Натисніть на стрілку, щоб показати параметри або прибрати його."
,Tools,Інструменти
,You received,Ви отримали
,Unauthorized\n,Неавторизований\n
,Username,Ім’я користувача
,Authorized\n,Авторизований\n
Parameter for chat command /setpassword,password,пароль
,Logging in...,Вхід…
,calorie consumption,споживання калорій
,Decreases,Зменшується
,damage,шкода
,Increases,Збільшується
,repair cost,вартість ремонту
,harvest yield,врожайність
,{0} Recipe,Рецепт {0}
,craft time,час виготовлення
,You,Ви
,carry weight,переносима вага
,calorie cost,витрати калорій
,how close you can approach animals,наскільки близько ви можете підійти до тварин
,Bucks,Бакси
,Queued Projects,Проекти у черзі
,Currency Exchange is disabled (room requirements not met?),Обмін валюти вимкнуто (не дотримано зазначених вимог?)
,Selling,Продаж
,Buying,Купівля
,Balances,Залишки
,Click to give player reputation.,"Натисніть, щоби надати гравцю репутацію."
,payment,оплата
Parameter for multiple chat commands,value,значення
,Variants,Варіанти
,Tier {0},Рівень {0}
,{0} output,Вихід {0}
,Plots,Ділянки
,Weight: {0}kg,Вага: {0}кг
,This item can only be carried.,Цей предмет можна тільки носити.
,Crafted At,Створено в
,Harvested from,Зібрано з
,Buy it at,Придбати у
,Sell it at,Продати у
,Used in,Використовують в
,Requires {0},Потрібно {0}
,Ingredients,Інгредієнти
,Products,Продукція
,No benefits from skills,Відсутня вигода від вмінь
,Ask an Expert To Craft It,Попрохайте експерта виготовити це
,{0} Project,{0} проект
,Status,Статус
,Recipes,Рецепти
,Click to send a private message,Клацніть для надсилання особистого повідомлення
,Welcome to Eco!,Вітаємо в Eco!
,Welcome back to Eco!,З поверненням до Eco!
,World age: {0},Вік світу: {0}
,Click to view in the skill window,"Натисніть, щоби відобразити вікно вмінь"
,Unlocks,Розблоковує
,Benefits,Вигоди
,Top Users,Топ користувачів
,Skills,Вміння
,Produces,Виробляє
,and {0:count} more {1:items},і ще більше {0:count} {1:items}
,Eyes,Очі
,Torso,Торс
,Hips,Стегна
,Limbs,Кінцівки
,Jaw,Щелепа
,Hide from the animals!,Сховайтеся від тварин!
,"Capri pants (also known as three quarter pants, capris, crop pants, pedal pushers, clam-diggers, flood pants, jams, highwaters, culottes, or toreador pants) are pants that are longer than shorts but are not as long as trousers.","Капрі (також відомі як штани 3/4, капрізи, обрізані штани, велосипедки, джеми, пірналки, підтопки, джеми, хайвотери, тореадорки) — це штани, які довші за шорти, але не такі довгі, як брюки."
,Dorky sombrero that doesn't fit anyone. You feel embarrassed to wear it.,"Дурнувате сомбреро, яке нікому не личить. Вам соромно таке носити."
,Cool piratey shirt that makes your biceps look bigger than they really are.,"Хвацька піратська сорочка, що змушує ваші біцепси виглядати більшими, ніж вони є насправді."
,"Basic, ordinary, every day, run of the mill, nondescript, conventional, commonplace, humdrum, standard, middle-of-the-road, garden-variety low-top shoes.","Прості, звичайні, щоденні, бігові, невиразні, стандартні, нудні, типові кеди."
,The hair with a completely normal amount of flare.,Волосся звичайного блиску.
,The haircut your mom always made you get before you realized you could make your own decisions.,"Так вас постійно стригла мама, аж до тих пір, як ви усвідомили, що можете самі приймати рішення."
,Belt with a square buckle.,Ремінь із квадратною пряжкою.
,"Knee-high boots are boots that rise to the knee, or slightly thereunder. They are generally tighter around the leg shaft and ankle than at the top.","Ботфорти — чоботи, що доходять до колін, або, трохи нижче. Зазвичай, тугіші при гомілці, чим при коліні."
,"Sturdy pair of slim-fit pants. Trousers are an item of clothing worn from the waist to the ankles, covering both legs separately (rather than with cloth extending across both legs as in robes, skirts, and dresses).","Пара штанів в обтяжку. Брюки — елемент одягу, що носиться від талії до кісточок, роздільно вкриваючи обидві ноги (на відміну від одягу, що вкриває обидві ноги зразу, на кшталт роб, спідниць, суконь)."
